,0,1,2,3,4,5
537,1.0,0.8,0.2,0.4,1.0,0.4
538,1.0,0.8,0.2,0.4,1.0,0.6
539,1.0,0.8,0.2,0.4,1.0,0.8
540,1.0,0.8,0.2,0.6,1.0,0.0
541,1.0,0.8,0.2,0.6,1.0,0.2
542,1.0,0.8,0.2,0.6,1.0,0.4
543,1.0,0.8,0.2,0.6,1.0,0.6
544,1.0,0.8,0.2,0.6,1.0,0.8
545,1.0,0.8,0.2,0.8,1.0,0.0
546,1.0,0.8,0.2,0.8,1.0,0.2
547,1.0,0.8,0.2,0.8,1.0,0.4
548,1.0,0.8,0.2,0.8,1.0,0.6
549,1.0,0.8,0.2,0.8,1.0,0.8
550,1.0,0.8,0.4,0.0,1.0,0.0
551,1.0,0.8,0.4,0.0,1.0,0.2
552,1.0,0.8,0.4,0.0,1.0,0.4
553,1.0,0.8,0.4,0.0,1.0,0.6
554,1.0,0.8,0.4,0.0,1.0,0.8
555,1.0,0.8,0.4,0.2,1.0,0.0
556,1.0,0.8,0.4,0.2,1.0,0.2
557,1.0,0.8,0.4,0.2,1.0,0.4
558,1.0,0.8,0.4,0.2,1.0,0.6
559,1.0,0.8,0.4,0.2,1.0,0.8
560,1.0,0.8,0.4,0.4,1.0,0.0
561,1.0,0.8,0.4,0.4,1.0,0.2
562,1.0,0.8,0.4,0.4,1.0,0.4
563,1.0,0.8,0.4,0.4,1.0,0.6
564,1.0,0.8,0.4,0.4,1.0,0.8
565,1.0,0.8,0.4,0.6,1.0,0.0
566,1.0,0.8,0.4,0.6,1.0,0.2
567,1.0,0.8,0.4,0.6,1.0,0.4
568,1.0,0.8,0.4,0.6,1.0,0.6
569,1.0,0.8,0.4,0.6,1.0,0.8
570,1.0,0.8,0.4,0.8,1.0,0.0
571,1.0,0.8,0.4,0.8,1.0,0.2
572,1.0,0.8,0.4,0.8,1.0,0.4
573,1.0,0.8,0.4,0.8,1.0,0.6
574,1.0,0.8,0.4,0.8,1.0,0.8
575,1.0,0.8,0.6,0.0,1.0,0.0
576,1.0,0.8,0.6,0.0,1.0,0.2
577,1.0,0.8,0.6,0.0,1.0,0.4
578,1.0,0.8,0.6,0.0,1.0,0.6
579,1.0,0.8,0.6,0.0,1.0,0.8
580,1.0,0.8,0.6,0.2,1.0,0.0
581,1.0,0.8,0.6,0.2,1.0,0.2
582,1.0,0.8,0.6,0.2,1.0,0.4
583,1.0,0.8,0.6,0.2,1.0,0.6
584,1.0,0.8,0.6,0.2,1.0,0.8
585,1.0,0.8,0.6,0.4,1.0,0.0
586,1.0,0.8,0.6,0.4,1.0,0.2
587,1.0,0.8,0.6,0.4,1.0,0.4
588,1.0,0.8,0.6,0.4,1.0,0.6
589,1.0,0.8,0.6,0.4,1.0,0.8
590,1.0,0.8,0.6,0.6,1.0,0.0
591,1.0,0.8,0.6,0.6,1.0,0.2
592,1.0,0.8,0.6,0.6,1.0,0.4
593,1.0,0.8,0.6,0.6,1.0,0.6
594,1.0,0.8,0.6,0.6,1.0,0.8
595,1.0,0.8,0.6,0.8,1.0,0.0
596,1.0,0.8,0.6,0.8,1.0,0.2
597,1.0,0.8,0.6,0.8,1.0,0.4
598,1.0,0.8,0.6,0.8,1.0,0.6
599,1.0,0.8,0.6,0.8,1.0,0.8
600,1.0,0.8,0.8,0.0,1.0,0.0
601,1.0,0.8,0.8,0.0,1.0,0.2
602,1.0,0.8,0.8,0.0,1.0,0.4
603,1.0,0.8,0.8,0.0,1.0,0.6
604,1.0,0.8,0.8,0.0,1.0,0.8
605,1.0,0.8,0.8,0.2,1.0,0.0
606,1.0,0.8,0.8,0.2,1.0,0.2
607,1.0,0.8,0.8,0.2,1.0,0.4
608,1.0,0.8,0.8,0.2,1.0,0.6
609,1.0,0.8,0.8,0.2,1.0,0.8
610,1.0,0.8,0.8,0.4,1.0,0.0
611,1.0,0.8,0.8,0.4,1.0,0.2
612,1.0,0.8,0.8,0.4,1.0,0.4
613,1.0,0.8,0.8,0.4,1.0,0.6
614,1.0,0.8,0.8,0.4,1.0,0.8
615,1.0,0.8,0.8,0.6,1.0,0.0
616,1.0,0.8,0.8,0.6,1.0,0.2
617,1.0,0.8,0.8,0.6,1.0,0.4
618,1.0,0.8,0.8,0.6,1.0,0.6
619,1.0,0.8,0.8,0.6,1.0,0.8
620,1.0,0.8,0.8,0.8,1.0,0.0
621,1.0,0.8,0.8,0.8,1.0,0.2
622,1.0,0.8,0.8,0.8,1.0,0.4
623,1.0,0.8,0.8,0.8,1.0,0.6
624,1.0,0.8,0.8,0.8,1.0,0.8
